NSR_organism	NSR_ID	BOLD_organism	BOLD_ID
Omalium caesum	AHCYFBXUENT	Omalium caesum	FBCOA078-10
Olophrum piceum	AHCYFBXUBLP	Olophrum piceum	COLHH2597-19
Oligota pusillima	AHCYFBXTZOF	Oligota pusillima	COLFC355-12
Oligota pumilio	AHCYFBXTXDW	Oligota pumilio	FBCOA843-10
Oligota parva	AHCYFBXTVYS	Oligota parva	BARSJ431-16
Oligota granaria	AHCYFBXTTOK	Oligota granaria	FBCOB453-10
Ocyusa maura	AHCYFBXTRRK	Ocyusa maura	COLFB645-12
Tasgius winkleri	AHCYFBXTPQA	Tasgius winkleri	CNCCJ3193-14
Ocypus picipennis	AHCYFBXTNAU	Ocypus picipennis	CNCCC1527-11
Tasgius pedator	AHCYFBXTLVQ	Tasgius pedator	DTNHM9469-23
Ocypus ophthalmicus	AHCYFBXTKQL	Ocypus ophthalmicus	COLFC557-12
Ocypus olens	AHCYFBXTJLH	Ocypus olens	FBCOH657-12
Ocypus nitens	AHCYFBXTGNQ	Ocypus nitens	COLFF894-13
Tasgius melanarius	AHCYFBXTDPY	Tasgius melanarius	ASDAI123-20
Tasgius globulifer	AHCYFBXTCKI	Tasgius globulifer	FBCOP270-13
Ocypus fuscatus	AHCYFBXTBFE	Ocypus fuscatus	COLFC704-12
Ocypus fulvipennis	AHCYFBXTAAA	Ocypus fulvipennis	FBCON013-13
Tasgius morsitans	AHCYFBXSYUW	Tasgius morsitans	DTNHM10084-23
Ocypus brunnipes	AHCYFBXSXPS	Ocypus brunnipes	COLFD575-12
Tasgius ater	AHCYFBXSWKN	Tasgius ater	COLFE162-12
Ocypus aeneocephalus	AHCYFBXSVFJ	Ocypus aeneocephalus	FBCOO1000-13
Ochthephilus omalinus	AHCYFBXSTIK	Ochthephilus omalinus	FBCOF330-12
Ochthephilus flexuosus	AHCYFBXSRCN	Ochthephilus flexuosus	FBCOB914-10
Ochthephilum collare	AHCYFBXSPAR	Ochthephilum collare	COLFE321-12
Ocalea rivularis	AHCYFBXSNDS	Ocalea rivularis	GCOL12384-16
Ocalea picata	AHCYFBXSLYO	Ocalea picata	COLFB543-12
Ocalea concolor	AHCYFBXSKXV	Ocalea concolor	FBCOA497-10
Ocalea badia	AHCYFBXSJSR	Ocalea badia	COLFH1006-15
Nudobius lentus	AHCYFBXSHRG	Nudobius lentus	COLFA099-10
Notothecta flavipes	AHCYFBXSFUH	Notothecta flavipes	COLFD412-12
Neobisnius villosulus	AHCYFBXSCRS	Neobisnius villosulus	CNTIE1511-15
Neobisnius procerulus	AHCYFBXSAHK	Neobisnius procerulus	FBCOE330-12
Neobisnius lathrobioides	AHCYFBXRZCG	Neobisnius lathrobioides	GBCL64346-19
Nehemitropia lividipennis	AHCYFBXRXFG	Nehemitropia lividipennis	COLFA283-12
Myrmecocephalus concinnus	AHCYFBXRTLI	Myrmecocephalus concinnus	COLFB403-12
Myllaena minuta	AHCYFBXRRJM	Myllaena minuta	COLFB752-12
Myllaena intermedia	AHCYFBXRPDP	Myllaena intermedia	COLFB277-12
Myllaena infuscata	AHCYFBXRNYL	Myllaena infuscata	FBCOA116-10
Myllaena gracilis	AHCYFBXRMTH	Myllaena gracilis	FBCOA096-10
Myllaena elongata	AHCYFBXRKIY	Myllaena elongata	FBCOD988-11
Myllaena dubia	AHCYFBXRJDU	Myllaena dubia	COLFD887-12
Myllaena brevicornis	AHCYFBXRHYQ	Myllaena brevicornis	FBCOF372-12
Mycetoporus reichei	AHCYFBXREWB	Mycetoporus reichei	BARSI091-16
Mycetoporus rufescens	AHCYFBXRDQX	Mycetoporus rufescens	FBCOP495-13
Mycetoporus punctus	AHCYFBXRCQE	Mycetoporus punctus	COLFG447-14
Mycetoporus piceolus	AHCYFBXRBLA	Mycetoporus piceolus	UKAN2607-24
Mycetoporus mulsanti	AHCYFBXQZAS	Mycetoporus mulsanti	GBCOU10354-17
Mycetoporus maerkelii	AHCYFBXQXZZ	Mycetoporus maerkelii	COLFH1294-16
Mycetoporus longulus	AHCYFBXQWUV	Mycetoporus longulus	FBCOA474-10
Mycetoporus lepidus	AHCYFBXQVUD	Mycetoporus lepidus	COLFA477-12
Mycetoporus clavicornis	AHCYFBXQTSG	Mycetoporus clavicornis	COLFB353-12
Mniusa incrassata	AHCYFBXQOFV	Mniusa incrassata	COLFB772-12
Micropeplus staphylinoides	AHCYFBXQMEK	Micropeplus staphylinoides	COLNO012-09
Micropeplus porcatus	AHCYFBXQKCZ	Micropeplus porcatus	FBCOJ296-12
Micropeplus fulvus	AHCYFBXQHSF	Micropeplus fulvus	FBCOO146-13
Micralymma marinum	AHCYFBXQEUN	Micralymma marinum	COLFH321-14
Metopsia clypeata	AHCYFBXQCXO	Metopsia clypeata	GBART32404-23
Meotica pallens	AHCYFBXQBAP	Meotica pallens	COLFC258-12
Meotica exilis	AHCYFBXPZZX	Meotica exilis	COLFC178-12
Meotica filiformis	AHCYFBXPYZE	Meotica filiformis	GBART43594-23
Megarthrus depressus	AHCYFBXPXBT	Megarthrus depressus	COLFA246-12
Megarthrus nitidulus	AHCYFBXPSYY	Megarthrus nitidulus	COLFC140-12
Megarthrus denticollis	AHCYFBXPPJL	Megarthrus denticollis	COLFA665-12
Megarthrus bellevoyei	AHCYFBXPOEH	Megarthrus bellevoyei	GBCL63782-19
Medon ripicola	AHCYFBXPMHI	Medon ripicola	CNBRJ259-14
Medon piceus	AHCYFBXPLBS	Medon piceus	FBCOA133-10
Medon fusculus	AHCYFBXPJWO	Medon fusculus	CNCCJ2433-14
Medon brunneus	AHCYFBXPGLN	Medon brunneus	BSOIL152-16
Medon apicalis	AHCYFBXPFKU	Medon apicalis	COLFG240-13
Manda mandibularis	AHCYFBXPDNV	Manda mandibularis	FBCOE1229-12
Lyprocorrhe anceps	AHCYFBXPBQW	Lyprocorrhe anceps	COLFD407-12
Lordithon trinotatus	AHCYFBXOZTX	Lordithon trinotatus	COLHH2569-19
Lordithon thoracicus	AHCYFBXOYST	Lordithon thoracicus	AMCAP516-20
Lordithon lunulatus	AHCYFBXOXNP	Lordithon lunulatus	COLFA417-12
Lordithon exoletus	AHCYFBXOWMW	Lordithon exoletus	FBCOF957-12
Lomechusa pubicollis	AHCYFBXOSSY	Lomechusa pubicollis	COLFH1131-15
Lomechusa emarginata	AHCYFBXOQNB	Lomechusa emarginata	COLFH968-15
Lithocharis ochracea	AHCYFBXOOQC	Lithocharis ochracea	GBCOU4004-13
Lithocharis nigriceps	AHCYFBXONOY	Lithocharis nigriceps	BBCCA3608-12
Liogluta microptera	AHCYFBXOJMD	Liogluta microptera	FBCOA124-10
Liogluta longiuscula	AHCYFBXOILK	Liogluta longiuscula	FBCOG741-12
Liogluta granigera	AHCYFBXOHKS	Liogluta granigera	COLFB945-12
Liogluta alpestris	AHCYFBXOFEV	Liogluta alpestris	COLFC317-12
Lesteva sicula	AHCYFBXODHW	Lesteva sicula	COLFG682-14
Lesteva sicula	AHCYFBXOCCS	Lesteva sicula	COLFG682-14
Lesteva punctata	AHCYFBXOAXC	Lesteva punctata	DTNHM8466-23
Lesteva pubescens	AHCYFBXNZWJ	Lesteva pubescens	FBCOD729-11
Lesteva monticola	AHCYFBXNYRF	Lesteva monticola	COLFE916-13
Lesteva longoelytrata	AHCYFBXNXQN	Lesteva longoelytrata	COLFG732-14
Leptusa ruficollis	AHCYFBXNUOJ	Leptusa ruficollis	COLFH712-15
Leptusa pulchella	AHCYFBXNTNR	Leptusa pulchella	FBCOA396-10
Leptusa norvegica	AHCYFBXNSIN	Leptusa norvegica	STAXP004-14
Leptusa fumida	AHCYFBXNRHU	Leptusa fumida	COLFB131-12
Leptacinus pusillus	AHCYFBXNPKK	Leptacinus pusillus	CNCCJ3247-14
Leptacinus intermedius	AHCYFBXNOFG	Leptacinus intermedius	CNCCJ3250-14
Leptacinus formicetorum	AHCYFBXNNAB	Leptacinus formicetorum	COLFD401-12
Leptacinus batychrus	AHCYFBXNLZJ	Leptacinus batychrus	AGAKA217-17
Lathrobium geminum	AHCYFBXNKCK	Lathrobium geminum	COLFC159-12
Tetartopeus terminatus	AHCYFBXNJBR	Tetartopeus terminatus	COLFB737-12
Lathrobium rufipenne	AHCYFBXNGVV	Lathrobium rufipenne	COLFC815-12
Tetartopeus quadratus	AHCYFBXNFVC	Tetartopeus quadratus	COLFE1300-13
Lathrobium pallidum	AHCYFBXNEUK	Lathrobium pallidum	GBCOU10020-17
Lathrobium pallidipenne	AHCYFBXNDTG	Lathrobium pallidipenne	FBCOG1186-12
Lobrathium multipunctum	AHCYFBXNCSN	Lobrathium multipunctum	COANT721-22
Lathrobium longulum	AHCYFBXNBRV	Lathrobium longulum	COLFA676-12
Lathrobium laevipenne	AHCYFBXNAMR	Lathrobium laevipenne	FBCOE080-11
Lathrobium impressum	AHCYFBXMZLY	Lathrobium impressum	COLFB283-12
Lathrobium fulvipenne	AHCYFBXMYLG	Lathrobium fulvipenne	CNCCJ2463-14
Lathrobium fovulum	AHCYFBXMXGC	Lathrobium fovulum	FBCOA148-10
Lathrobium elongatum	AHCYFBXMWFJ	Lathrobium elongatum	COLFE1301-13
Lathrobium brunnipes	AHCYFBXMTVB	Lathrobium brunnipes	COLFA031-10
Lamprinodes saginatus	AHCYFBXMOZY	Lamprinodes saginatus	COLFH908-15
Ischnosoma splendidum	AHCYFBXMLTJ	Ischnosoma splendidum	BBCCN140-10
Ischnosoma longicorne	AHCYFBXMKSR	Ischnosoma longicorne	COLFB943-12
Ischnopoda umbratica	AHCYFBXMIMU	Ischnopoda umbratica	GCOL5488-16
Ischnopoda leucopus	AHCYFBXMHHQ	Ischnopoda leucopus	COLFC061-12
Ischnoglossa prolixa	AHCYFBXMFBI	Ischnoglossa prolixa	FBCOA663-10
Ilyobates bennetti	AHCYFBXMDEJ	Ilyobates bennetti	COLFH101-14
Ilyobates nigricollis	AHCYFBXMAYM	Ilyobates nigricollis	GBART43719-23
Hypnogyra angularis	AHCYFBXLZBN	Hypnogyra angularis	CANOP293-21
Hygropora cunctans	AHCYFBXLXEO	Hygropora cunctans	COLFB684-12
Hygronoma dimidiata	AHCYFBXLVHP	Hygronoma dimidiata	COLFB632-12
Hydrosmecta longula	AHCYFBXLSFA	Hydrosmecta longula	COLFD306-12
Hydrosmecta eximia	AHCYFBXLREH	Hydrosmecta eximia	GBART44045-23
Homalota plana	AHCYFBXLPHI	Homalota plana	COLFD513-12
Holobus flavicornis	AHCYFBXLNKJ	Holobus flavicornis	COLFG107-13
Holobus apicatus	AHCYFBXLMFF	Holobus apicatus	COLFD120-12
Heterothops quadripunctulus	AHCYFBXLKIG	Heterothops quadripunctulus	COLFB360-12
Heterothops praevius	AHCYFBXLJHN	Heterothops praevius	BARSM1095-17
Heterothops dissimilis	AHCYFBXLHFR	Heterothops dissimilis	COLFH896-15
Haploglossa villosula	AHCYFBXLEHZ	Haploglossa villosula	COLFH1203-16
Haploglossa picipennis	AHCYFBXLDHH	Haploglossa picipennis	FBCOC929-10
Haploglossa nidicola	AHCYFBXLBXR	Haploglossa nidicola	FBCOA466-10
Haploglossa marginalis	AHCYFBXLAWY	Haploglossa marginalis	FBCOC639-10
Haploglossa gentilis	AHCYFBXKZWG	Haploglossa gentilis	FBCOO848-13
Hapalaraea pygmaea	AHCYFBXKXZH	Hapalaraea pygmaea	CANOP198-21
Halobrecta flavipes	AHCYFBXKUWS	Halobrecta flavipes	GBCL63427-19
Habrocerus capillaricornis	AHCYFBXKSZT	Habrocerus capillaricornis	CNCCJ1592-14
Gyrophaena williamsi	AHCYFBXKRCU	Gyrophaena williamsi	COLFG169-13
Gyrophaena strictula	AHCYFBXKQCB	Gyrophaena strictula	COLFG158-13
Gyrophaena pulchella	AHCYFBXKPBJ	Gyrophaena pulchella	COLFH2131-16
Gyrophaena poweri	AHCYFBXKNWF	Gyrophaena poweri	FBCON454-13
Gyrophaena nana	AHCYFBXKMVM	Gyrophaena nana	BARSD329-16
Gyrophaena munsteri	AHCYFBXKLUU	Gyrophaena munsteri	FBCOA884-10
Gyrophaena minima	AHCYFBXKKUB	Gyrophaena minima	FBCOB414-10
Gyrophaena joyioides	AHCYFBXKISF	Gyrophaena joyioides	COLFC143-12
Gyrophaena joyi	AHCYFBXKHRM	Gyrophaena joyi	COLFH2129-16
Gyrophaena gentilis	AHCYFBXKGQU	Gyrophaena gentilis	FBCOB155-10
Gyrophaena fasciata	AHCYFBXKFQB	Gyrophaena fasciata	COLFG170-13
Gyrophaena congrua	AHCYFBXKEPJ	Gyrophaena congrua	COLFC145-12
Gyrophaena bihamata	AHCYFBXKDOR	Gyrophaena bihamata	COLFG100-13
Gyrophaena manca	AHCYFBXKCNY	Gyrophaena manca	COLFH1792-16
Gyrophaena affinis	AHCYFBXKBNG	Gyrophaena affinis	CNFNE918-14
Gyrohypnus punctulatus	AHCYFBXJZQG	Gyrohypnus punctulatus	LYMAB3294-15
Gyrohypnus fracticornis	AHCYFBXJYPC	Gyrohypnus fracticornis	COLFB551-12
Gyrohypnus atratus	AHCYFBXJXOK	Gyrohypnus atratus	COLFD400-12
Gyrohypnus angustatus	AHCYFBXJWNS	Gyrohypnus angustatus	COLFA344-12
Gymnusa variegata	AHCYFBXJUQS	Gymnusa variegata	COLFE1100-13
Gymnusa brevicollis	AHCYFBXJTQA	Gymnusa brevicollis	COLFE1054-13
Gnypeta rubrior	AHCYFBXJRTB	Gnypeta rubrior	GBCL63421-19
Gnypeta ripicola	AHCYFBXJQSI	Gnypeta ripicola	FBCOA645-10
Gnypeta carbonaria	AHCYFBXJPRQ	Gnypeta carbonaria	COLFD907-12
Geostiba circellaris	AHCYFBXJNUR	Geostiba circellaris	COLFA357-12
Gauropterus fulgidus	AHCYFBXJLXG	Gauropterus fulgidus	CCON103-08
Gabronthus thermarum	AHCYFBXJKAH	Gabronthus thermarum	FBCOP889-13
Gabrius trossulus	AHCYFBXJIDI	Gabrius trossulus	COLFA699-12
Gabrius toxotes	AHCYFBXJHCP	Gabrius toxotes	COLFA339-12
Gabrius appendiculatus	AHCYFBXJGBX	Gabrius appendiculatus	BARSM128-17
Gabrius splendidulus	AHCYFBXJFBE	Gabrius splendidulus	COLFH1735-16
Gabrius piliger	AHCYFBXJEAM	Gabrius piliger	COLFB512-12
Gabrius osseticus	AHCYFBXJCZU	Gabrius osseticus	COLFE959-13
Gabrius nigritulus	AHCYFBXJBZB	Gabrius nigritulus	CNCCJ2669-14
Gabrius keysianus	AHCYFBXIZXF	Gabrius keysianus	GBCL64909-19
Gabrius breviventer	AHCYFBXIXVU	Gabrius breviventer	COLFH1267-16
Falagrioma thoracica	AHCYFBXIQZS	Falagrioma thoracica	FBCOO992-13
Falagria sulcatula	AHCYFBXIPCT	Falagria sulcatula	FBCOA808-10
Falagria caesa	AHCYFBXIOBP	Falagria caesa	COLFA708-12
Eusphalerum torquatum	AHCYFBXIMEQ	Eusphalerum torquatum	COLFG379-14
Eusphalerum sorbi	AHCYFBXILDX	Eusphalerum sorbi	FBCOG1202-12
Eusphalerum signatum	AHCYFBXIKDF	Eusphalerum signatum	FBCOP886-13
Eusphalerum rectangulum	AHCYFBXIJCM	Eusphalerum rectangulum	FBCOE868-12
Eusphalerum primulae	AHCYFBXIIBU	Eusphalerum primulae	FBCOJ448-12
Eusphalerum minutum	AHCYFBXIHBC	Eusphalerum minutum	COLFC672-12
Eusphalerum luteum	AHCYFBXIGAJ	Eusphalerum luteum	COLFG317-14
Eusphalerum longipenne	AHCYFBXIEZR	Eusphalerum longipenne	FBCOE869-12
Eusphalerum limbatum	AHCYFBXIDUN	Eusphalerum limbatum	FBCOG885-12
Eusphalerum tenenbaumi	AHCYFBXICTJ	Eusphalerum tenenbaumi	GBCOU10299-17
Eusphalerum atrum	AHCYFBXIBSQ	Eusphalerum atrum	FBCOA280-10
Euryusa sinuata	AHCYFBXHYUY	Euryusa sinuata	FBCOB441-10
Euryusa optabilis	AHCYFBXHXUG	Euryusa optabilis	FBCOF508-12
Euryporus picipes	AHCYFBXHVXH	Euryporus picipes	COLFE867-13
Euaesthetus ruficapillus	AHCYFBXHSHU	Euaesthetus ruficapillus	FBCOA101-10
Euaesthetus laeviusculus	AHCYFBXHRHC	Euaesthetus laeviusculus	FBCOA185-10
Euaesthetus bipunctatus	AHCYFBXHQFY	Euaesthetus bipunctatus	COLFA695-12
Erichsonius cinerascens	AHCYFBXHMHO	Erichsonius cinerascens	COLFD637-12
Encephalus complicans	AHCYFBXHKKP	Encephalus complicans	COLFC291-12
Emus hirtus	AHCYFBXHGZO	Emus hirtus	GBCL64310-19
Aleochara obscurella	AHCYFBXHFGP	Aleochara obscurella	GBART43358-23
Drusilla canaliculata	AHCYFBXHDOB	Drusilla canaliculata	ASDAI162-20
Dochmonota clancula	AHCYFBXHBVO	Dochmonota clancula	COLFC164-12
Dinarda maerkelii	AHCYFBXGXJV	Dinarda maerkelii	GBART43591-23
Dinarda hagensii	AHCYFBXGWJC	Dinarda hagensii	GBART43590-23
Dinarda dentata	AHCYFBXGVIK	Dinarda dentata	COLFF324-13
Dinaraea linearis	AHCYFBXGTPX	Dinaraea linearis	COLFF1014-13
Dinaraea angustula	AHCYFBXGSKH	Dinaraea angustula	AGAKN756-17
Dinaraea aequata	AHCYFBXGRJO	Dinaraea aequata	COLFA034-10
Diglotta mersa	AHCYFBXGOQI	Diglotta mersa	GBCL15968-13
Dianous coerulescens	AHCYFBXGMXV	Dianous coerulescens	DTNHM1710-21
Dexiogyia corticina	AHCYFBXGLFI	Dexiogyia corticina	FBCOA639-10
Ocyusa picina	AHCYFBXGJMU	Ocyusa picina	COLFC002-12
Deleaster dichrous	AHCYFBXGHUH	Deleaster dichrous	BBCEC510-10
Deinopsis erosa	AHCYFBXGEIU	Deinopsis erosa	FBCOA182-10
Dasygnypeta velata	AHCYFBXGCLV	Dasygnypeta velata	GCOL10116-16
Dasycerus sulcatus	AHCYFBXGAOW	Dasycerus sulcatus	GCOL3760-16
Dadobia immersa	AHCYFBXFYWJ	Dadobia immersa	FBCON433-13
Dacrila fallax	AHCYFBXFWZK	Dacrila fallax	COLFH043-14
Cyphea curtula	AHCYFBXFVGL	Cyphea curtula	FBCOA683-10
Cypha tarsalis	AHCYFBXFTAO	Cypha tarsalis	COLFG127-13
Cypha pulicaria	AHCYFBXFQZD	Cypha pulicaria	FBCOO956-13
Cypha longicornis	AHCYFBXFNXA	Cypha longicornis	GBART43235-23
Cypha laeviuscula	AHCYFBXFMWH	Cypha laeviuscula	COLFG184-13
Cypha discoidea	AHCYFBXFFQX	Cypha discoidea	FBCOC479-10
Ochthephilum fracticorne	AHCYFBXFDTX	Ochthephilum fracticorne	COLFA681-12
Creophilus maxillosus	AHCYFBXFBAS	Creophilus maxillosus	CCFC015-14
Crataraea suturalis	AHCYFBXEZIE	Crataraea suturalis	COLFG323-14
Coryphium angusticolle	AHCYFBXEXPF	Coryphium angusticolle	COLFH2165-16
Cordalia obscura	AHCYFBXEVWS	Cordalia obscura	COLFA258-12
Coprophilus striatulus	AHCYFBXEUEE	Coprophilus striatulus	BARSK053-16
Cilea silphoides	AHCYFBXESLR	Cilea silphoides	CNCCJ1294-14
Carpelimus subtilis	AHCYFBXEQTE	Carpelimus subtilis	FBCOA743-10
Carpelimus rivularis	AHCYFBXENRA	Carpelimus rivularis	COLFB462-12
Carpelimus pusillus	AHCYFBXEMLW	Carpelimus pusillus	COLFA675-12
Carpelimus punctatellus	AHCYFBXELKS	Carpelimus punctatellus	GBCOU3467-13
Carpelimus obesus	AHCYFBXEKKA	Carpelimus obesus	COLFF128-13
Carpelimus lindrothi	AHCYFBXEJJH	Carpelimus lindrothi	FBCOD1032-11
Carpelimus impressus	AHCYFBXEIIP	Carpelimus impressus	COLFG114-13
Carpelimus halophilus	AHCYFBXEGHE	Carpelimus halophilus	FBCOP562-13
Carpelimus gracilis	AHCYFBXEFGL	Carpelimus gracilis	AGAKB115-17
Carpelimus fuliginosus	AHCYFBXEEFT	Carpelimus fuliginosus	FBCOA253-10
Carpelimus foveolatus	AHCYFBXEDFB	Carpelimus foveolatus	COLFB320-12
Carpelimus elongatulus	AHCYFBXECEI	Carpelimus elongatulus	ASDBC099-11
Carpelimus despectus	AHCYFBXEBDQ	Carpelimus despectus	COLFH1672-16
Carpelimus corticinus	AHCYFBXEACX	Carpelimus corticinus	COLFA263-12
Carpelimus bilineatus	AHCYFBXDZBT	Carpelimus bilineatus	COLFB465-12
Calodera rufescens	AHCYFBXDWIN	Calodera rufescens	FBCOB840-10
Calodera riparia	AHCYFBXDVHV	Calodera riparia	COLFF1013-13
Calodera nigrita	AHCYFBXDTGK	Calodera nigrita	FBCOA674-10
Calodera aethiops	AHCYFBXDSFS	Calodera aethiops	COLFD009-12
Callicerus rigidicornis	AHCYFBXDQNE	Callicerus rigidicornis	GBCOB439-12
Callicerus obscurus	AHCYFBXDPMM	Callicerus obscurus	GBCL15706-13
Cafius xantholoma	AHCYFBXDNTN	Cafius xantholoma	COLFB526-12
Bryoporus cernuus	AHCYFBXDLWO	Bryoporus cernuus	COLFC611-12
Brundinia meridionalis	AHCYFBXDJZO	Brundinia meridionalis	GBART44039-23
Brundinia marina	AHCYFBXDIYW	Brundinia marina	GBCL63395-19
Brachyusa concolor	AHCYFBXDHGJ	Brachyusa concolor	COLFH336-14
Brachida exigua	AHCYFBXDFNV	Brachida exigua	FBCOA802-10
Boreophilia eremita	AHCYFBXDDVI	Boreophilia eremita	COLFA420-12
Bolitochara pulchra	AHCYFBXDCCJ	Bolitochara pulchra	COLFB337-12
Bolitochara obliqua	AHCYFBXDBBQ	Bolitochara obliqua	CANOP013-21
Bolitochara mulsanti	AHCYFBXDAAY	Bolitochara mulsanti	FBCOE921-12
Bolitochara lucida	AHCYFBXCZAF	Bolitochara lucida	CANOP158-21
Bolitochara bella	AHCYFBXCXZN	Bolitochara bella	FBCOA664-10
Bolitobius cingulatus	AHCYFBXCUFP	Bolitobius cingulatus	BBCCN138-10
Bolitobius castaneus	AHCYFBXCTEW	Bolitobius castaneus	DTNHM4599-22
Bledius vilis	AHCYFBXCRMJ	Bledius vilis	COLFH330-14
Bledius unicornis	AHCYFBXCQLQ	Bledius unicornis	FBCOQ257-13
Bledius tricornis	AHCYFBXCPKM	Bledius tricornis	COLFB311-12
Bledius terebrans	AHCYFBXCOJU	Bledius terebrans	FBCOB903-10
Bledius subterraneus	AHCYFBXCNJB	Bledius subterraneus	COLFB849-12
Bledius spectabilis	AHCYFBXCKGY	Bledius spectabilis	COLFF118-13
Bledius procerulus	AHCYFBXCIFN	Bledius procerulus	GCOL4992-16
Bledius pallipes	AHCYFBXCHEV	Bledius pallipes	FBCOD996-11
Bledius opacus	AHCYFBXCGEC	Bledius opacus	ABBAT166-13
Bledius nanus	AHCYFBXCECG	Bledius nanus	FBCON588-13
Bledius limicola	AHCYFBXCCAV	Bledius limicola	COLFB155-12
Bledius gallicus	AHCYFBXCBAD	Bledius gallicus	CNCCJ2086-14
Bledius furcatus	AHCYFBXBYYS	Bledius furcatus	FBCOP712-13
Bledius fergussoni	AHCYFBXBXXZ	Bledius fergussoni	COLFC096-12
Bledius femoralis	AHCYFBXBVNR	Bledius femoralis	FBCOA676-10
Bledius erraticus	AHCYFBXBUEB	Bledius erraticus	COLFE1332-13
Bledius dissimilis	AHCYFBXBTDI	Bledius dissimilis	FBCOA481-10
Bledius diota	AHCYFBXBSCE	Bledius diota	COLFH340-14
Bledius denticollis	AHCYFBXBRBM	Bledius denticollis	NOCLP406-16
Bledius defensus	AHCYFBXBQAU	Bledius defensus	COLFD802-12
Bledius cribricollis	AHCYFBXBMYQ	Bledius cribricollis	FBCOC215-10
Bledius crassicollis	AHCYFBXBLXY	Bledius crassicollis	NOCLP1055-17
Bledius atricapillus	AHCYFBXBKXF	Bledius atricapillus	FBCOO426-13
Autalia rivularis	AHCYFBXBJES	Autalia rivularis	COLFA664-12
Autalia longicornis	AHCYFBXBIEA	Autalia longicornis	COLFB595-12
Autalia impressa	AHCYFBXBHDH	Autalia impressa	COLNO029-09
Atrecus affinis	AHCYFBXBFKI	Atrecus affinis	COLFG245-13
Atheta zosterae	AHCYFBXBDRV	Atheta zosterae	COLFB671-12
Philhygra volans	AHCYFBXBBQK	Philhygra volans	COLFD912-12
Atheta vestita	AHCYFBXAZOZ	Atheta vestita	COLFB537-12
Atheta trinotata	AHCYFBXAYOG	Atheta trinotata	GBCL63385-19
Atheta triangulum	AHCYFBXAXNO	Atheta triangulum	FBCOB946-10
Atheta testaceipes	AHCYFBXAWMW	Atheta testaceipes	FBCON460-13
Philhygra terminalis	AHCYFBXAVMD	Philhygra terminalis	FBCOA023-10
Atheta subtilis	AHCYFBXAUKZ	Atheta subtilis	CNLMK317-14
Atheta subsinuata	AHCYFBXATKH	Atheta subsinuata	LEFIJ2534-15
Atheta strandiella	AHCYFBXASJO	Atheta strandiella	COLFC202-12
Atheta sparreschneideri	AHCYFBXARIW	Atheta sparreschneideri	COLFH1859-16
Atheta sordidula	AHCYFBXAQID	Atheta sordidula	COLFB513-12
Atheta sodalis	AHCYFBXAPHL	Atheta sodalis	COLFA035-10
Philhygra ripicola	AHCYFBXAOGS	Philhygra ripicola	GCOL5643-16
Atheta ravilla	AHCYFBXANGA	Atheta ravilla	CANOP538-21
Atheta putrida	AHCYFBXAMFI	Atheta putrida	FBCOB431-10
Atheta pittionii	AHCYFBXALEP	Atheta pittionii	FBCON383-13
Atheta pilicornis	AHCYFBXAKDX	Atheta pilicornis	COLFB505-12
Atheta picipes	AHCYFBXAJDE	Atheta picipes	COLFC211-12
Atheta paracrassicornis	AHCYFBXAHBI	Atheta paracrassicornis	COLFB841-12
Philhygra palustris	AHCYFBXAGAP	Philhygra palustris	AGAKB102-17
Atheta pallidicornis	AHCYFBXAEZX	Atheta pallidicornis	FBCOA837-10
Atheta occulta	AHCYFBXAAXB	Atheta occulta	GBCL63376-19
Philhygra obtusangula	AHCYFBWZZWJ	Philhygra obtusangula	FBCOA020-10
Atheta oblita	AHCYFBWZYVQ	Atheta oblita	FBCOB247-10
Atheta nigritula	AHCYFBWZXUY	Atheta nigritula	COLFE1403-13
Atheta nigripes	AHCYFBWZWTU	Atheta nigripes	COLFA637-12
Atheta vaga	AHCYFBWZVTB	Atheta vaga	COLFB336-12
Atheta nigra	AHCYFBWZUSJ	Atheta nigra	BARSF303-16
Atheta myrmecobia	AHCYFBWZSQY	Atheta myrmecobia	ANGEN340-16
Philhygra melanocera	AHCYFBWZRQG	Philhygra melanocera	COLFA324-12
Atheta marcida	AHCYFBWZPOV	Atheta marcida	COLFB507-12
Philhygra malleus	AHCYFBWZOOC	Philhygra malleus	COLFB572-12
Atheta macrocera	AHCYFBWZNNK	Atheta macrocera	COLFA663-12
Dilacra luteipes	AHCYFBWZMMR	Dilacra luteipes	GBART12545-23
Philhygra luridipennis	AHCYFBWZLLZ	Philhygra luridipennis	COLFE1432-13
Atheta longicornis	AHCYFBWZKKV	Atheta longicornis	BBCCN505-10
Atheta laticollis	AHCYFBWZJKC	Atheta laticollis	COLFA287-12
Atheta laevana	AHCYFBWZIJK	Atheta laevana	COLFA669-12
Atheta ischnocera	AHCYFBWZHIR	Atheta ischnocera	COLFB518-12
Atheta intermedia	AHCYFBWZGHZ	Atheta intermedia	COLFA522-12
Atheta inquinula	AHCYFBWZFHH	Atheta inquinula	FBCOB824-10
Atheta hypnorum	AHCYFBWZDFW	Atheta hypnorum	COLFB807-12
Philhygra hygrotopora	AHCYFBWZCFD	Philhygra hygrotopora	COLFB299-12
Philhygra hygrobia	AHCYFBWZBEL	Philhygra hygrobia	COLFB672-12
Atheta harwoodi	AHCYFBWZADS	Atheta harwoodi	COLFC522-12
